SLNO,FREQUENCY,OUTPUT
669,23.718744308045103,0
670,11.110937013385476,0
671,24.66312587301703,0
672,8.248732328609762,0
673,23.118175423926402,0
674,17.23351327633306,0
675,5.698341022235542,0
676,24.451788903250296,0
677,16.826007213983893,0
678,24.212310714309464,0
679,3.898052855238125,0
680,0.3883519447084969,0
681,25.501217427872707,0
682,21.851565150087254,0
683,16.538473517793676,0
684,17.521251503006127,0
685,9.273128042907107,0
686,5.292422544911352,0
687,1.6132465797555207,0
688,8.518290866770087,0
689,23.022444061658558,0
690,1.693240734397313,0
691,13.574934572609811,0
692,3.8209314008882926,0
693,26.294230302102086,0
694,12.956004201589105,0
695,15.645154059134383,0
696,1.7555572862681528,0
697,14.008030434429624,0
698,25.151338614461768,0
699,17.76776846476534,0
700,23.082419672311364,0
701,6.31756288446554,0
702,5.57954585859345,0
703,20.249915481980626,0
704,1.3101727408643322,0
705,8.135036648548615,0
706,8.827008188071762,0
707,22.41510225490034,0
708,6.655643665331121,0
709,12.605474706401072,0
710,6.4696293503812345,0
711,16.511934696238086,0
712,1.8522887834370914,0
713,22.698252972640017,0
714,13.947823332405545,0
715,11.03644963381947,0
716,9.206310043333907,0
717,27.684109070507134,0
718,5.219043964278617,0
719,22.02180630881633,0
720,17.637956011805418,0
721,1.0888347670815732,0
722,21.584379334558513,0
723,7.864082270435164,0
724,6.786482359032197,0
725,2.333752480462869,0
726,1.576824449254962,0
727,15.238479727622893,0
728,0.26598944713547246,0
729,9.274855694427231,0
730,4.150436472316295,0
731,17.490385954960463,0
732,11.280097236556422,0
733,24.724105684008645,0
734,7.681822067348026,0
735,6.721661182061395,0
736,18.911883327461343,0
737,1.209697293484357,0
738,20.37594744010015,0
739,2.1178440930050835,0
740,0.7277789194404107,0
741,4.95670564626678,0
742,0.3732886693094244,0
743,0.9602335138283333,0
744,17.401028072417926,0
745,8.16688727061457,0
746,17.02599329845666,0
747,27.591238435635255,0
748,9.100114674549333,0
749,8.948183529281035,0
750,14.31100123236341,0
751,26.549306481312982,0
752,20.665152751687128,0
753,15.042984863227272,0
754,4.070269206228183,0
755,1.851972190145724,0
756,2.8234355017444153,0
757,10.66942398653591,0
758,14.145243994821822,0
759,22.49703428917666,0
760,9.425054936291378,0
761,13.04526897450317,0
762,12.586071553207605,0
763,12.652879049174683,0
764,12.140121031906842,0
765,22.009663944091887,0
766,16.35480071997454,0
767,24.857433298393513,0
768,4.8367885010760805,0
769,4.822716328640997,0
770,11.326976021439775,0
771,26.252587347133314,0
772,3.8295069264852932,0
773,26.25285068033737,0
774,6.3577961810643835,0
775,15.966048442505766,0
776,6.465479424298259,0
777,7.852965624751937,0
778,4.685187586749375,0
779,17.18379372599988,0
780,1.84873319199303,0
781,10.58578139581413,0
782,27.748004303311667,0
783,11.030536055712641,0
784,17.81836120189472,0
785,16.741938291776492,0
786,11.643689729442903,0
787,26.714416305213845,0
788,24.928494639979935,0
789,19.465140474655605,0
790,13.298152799394899,0
791,2.1818102421074683,0
792,2.720429015776976,0
793,1.5683394675584688,0
794,5.667754215658586,0
795,23.952111722124798,0
796,7.327663737975426,0
797,18.360378588268212,0
798,20.16986632490511,0
799,6.055623978237035,0
800,9.83330682294916,0
801,14.680794728450007,0
802,19.40675462323421,0
803,17.93108612622146,0
804,13.926057151296291,0
805,17.867457758819832,0
806,23.40234649265113,0
807,9.080505990521296,0
808,24.72452706643753,0
809,0.5420744230176959,0
810,6.361427011246504,0
811,12.074969150380912,0
812,1.9236231842406664,0
813,3.7471508465820884,0
814,22.227333128600534,0
815,12.186060643424359,0
816,0.8346748504403818,0
817,9.885973139259752,0
818,6.846429138868032,0
819,7.216639203949972,0
820,9.0965223919875,0
821,0.7171278009314608,0
822,9.184986014456365,0
823,10.783684601462971,0
824,5.245013688646879,0
825,1.8735660671622472,0
826,8.32176489087543,0
827,12.485251250160719,0
828,25.890716924384094,0
829,25.973182774969256,0
830,16.55002753280916,0
831,16.67856971099307,0
832,20.00511816481415,0
833,19.15765789397571,0
834,3.0132319896750834,0
835,15.250880071503248,0
836,25.301557810786107,0
837,25.390213244405132,0
838,3.6444891930058527,0
839,17.09086770000604,0
840,24.697948528836065,0
841,26.290327774723966,0
842,11.1093667207816,0
843,24.167343485892214,0
844,5.225403328989229,0
845,16.5006680644413,0
846,12.174140165647149,0
847,22.677528372147,0
848,12.645535415106938,0
849,26.96038309673372,0
850,11.868423042776183,0
851,21.15457926916448,0
852,26.576881669676087,0
853,17.59228658118363,0
854,20.03797218847021,0
855,2.484460019888987,0
856,18.712906197956727,0
857,12.953990869495609,0
858,14.983371960953683,0
859,5.101455648280208,0
860,10.637323626228145,0
861,3.6198520499584226,0
862,0.38261911047080543,0
863,6.214396423634037,0
864,20.128967172476983,0
865,13.607575317876446,0
866,26.344813068559013,0
867,9.600397136308292,0
868,23.40122744625278,0
869,0.15529931755091386,0
870,9.82266565205822,0
871,13.445161946892252,0
872,12.978636667298415,0
873,21.85669369139773,0
874,3.640666465597585,0
875,15.630653327499136,0
876,23.78776351545789,0
877,12.186334690087484,0
878,17.89797563209147,0
879,25.245782772386757,0
880,27.703645726861147,0
881,3.0734670506568,0
882,4.338451807599548,0
883,5.335884781458248,0
884,27.338286255498133,0
885,4.338845832801758,0
886,3.660781917965894,0
887,21.48621225835007,0
888,18.732281123671434,0
889,22.75813983921239,0
890,11.71786452362613,0
891,11.187011338102325,0
892,26.204358783417455,0
893,13.12996109419435,0
894,27.857975164618153,0
895,8.54707721045482,0
896,11.959935519295076,0
897,5.969260375975891,0
898,21.20011248060241,0
899,3.726450979026818,0
900,5.014925822083178,0
901,9.133381578906153,0
902,7.8171790473166585,0
903,16.018300847976246,0
904,25.80687605795893,0
905,23.190330237094877,0
906,21.548872553745632,0
907,6.620516455447638,0
908,22.33627859622766,0
909,14.268654434037416,0
910,24.185602442285816,0
911,5.234404994465928,0
912,0.4657366118679027,0
913,15.224403389447424,0
914,21.865630601239015,0
915,27.48283383826271,0
916,26.031344284694043,0
917,10.916269303999357,0
918,25.917573263897008,0
919,16.534229436254122,0
920,9.856559731510899,0
921,8.591743258143595,0
922,27.819655909049622,0
923,1.4044473456489834,0
924,15.984319813159797,0
925,25.91785382858853,0
926,8.724395182433877,0
927,25.55402116528143,0
928,4.082486816317154,0
929,10.34175975311372,0
930,19.210635612784525,0
931,27.98790704396898,0
932,26.52654581463866,0
933,14.482437572861842,0
934,0.7644403142442049,0
935,25.039206842298768,0
936,19.974032472433713,0
937,22.456044397589082,0
938,12.046272519633533,0
939,25.266459754482042,0
940,16.32360240287534,0
941,26.870051372272762,0
942,8.458005278830896,0
943,2.181678354888642,0
944,27.67241801336645,0
945,5.202947374260812,0
946,2.814112704058614,0
947,1.2106541691427681,0
948,26.964870730583925,0
949,16.782752529226777,0
950,25.503063967816548,0
951,18.918898579343328,0
952,25.63542312162252,0
953,26.12365045615529,0
954,9.768344469277894,0
955,9.394248290300009,0
956,1.6508182302386256,0
957,6.990099560695244,0
958,16.609929829808575,0
959,26.85538401409825,0
960,3.4130293139165726,0
961,13.052393772633042,0
962,4.990982101045649,0
963,14.509538357978874,0
964,7.946461823881978,0
965,9.922180216874445,0
966,15.594256708081648,0
967,15.989783861336496,0
968,25.827387845659658,0
969,20.7644452336195,0
970,17.949404080873002,0
971,16.73765502513589,0
972,23.617041532113173,0
973,3.075040268196053,0
974,19.78974491384213,0
975,26.186202485328735,0
976,18.145611432644344,0
977,0.04367767886441465,0
978,7.0405700003323695,0
979,14.022943346551545,0
980,3.997725229087603,0
981,24.923741593544342,0
982,23.46919997287671,0
983,26.65669203443804,0
984,8.50871952937145,0
985,9.083041686760833,0
986,18.406547747846783,0
987,2.2348107520421756,0
988,0.661411413293711,0
989,25.037314294842698,0
990,24.09396007969398,0
991,17.117131327614302,0
992,3.852431518309735,0
993,18.757025818948946,0
994,6.014826382166126,0
995,7.697206694163373,0
996,16.286985300003472,0
997,14.75104423347896,0
998,17.413046674299952,0
999,7.680721136882596,0
1000,18.907096261651805,0
1001,0.2722187961412663,0
1002,22.8097878742909,0
1003,4.026392015105996,0
1004,15.871068405959067,0
1005,22.25963521576432,0
1006,19.94981784767434,0
1007,16.82916272490473,0
1008,17.230796651453243,0
1009,7.771323395439241,0
1010,7.441493170998324,0
1011,14.481623730493881,0
1012,13.567044904498436,0
1013,2.358341187776736,0
1014,5.285490020793393,0
1015,3.490742290886322,0
1016,18.76054515222026,0
1017,15.825058516221691,0
1018,23.320962506338276,0
1019,12.464420245506176,0
1020,26.58774586402075,0
1021,4.918313218428462,0
1022,27.111311471428117,0
1023,2.47269472437812,0
1024,22.62574390970729,0
1025,3.0755652574695254,0
1026,1.1341075152261557,0
1027,0.40527439660155995,0
1028,5.171245922510807,0
1029,13.010841422090063,0
1030,2.0612290899619286,0
1031,22.103185216716025,0
1032,27.797007504151253,0
1033,12.95409929523619,0
1034,13.813085184745285,0
1035,4.24014711764935,0
1036,22.365099432382465,0
1037,0.48638785495968095,0
1038,14.185970437957002,0
1039,19.297151635713227,0
1040,20.280622535946158,0
1041,26.852730851165642,0
1042,3.773213655603618,0
1043,5.8135732706726415,0
1044,1.8095342891682353,0
1045,9.174381426950953,0
1046,26.641037400843384,0
1047,21.749396175590974,0
1048,11.839168690885707,0
1049,7.286516021948253,0
1050,0.3101861336237688,0
1051,26.932044590393296,0
1052,27.826111819580348,0
1053,22.545503127025547,0
1054,9.951799327801512,0
1055,13.438728244621217,0
1056,10.958175063611996,0
1057,10.204782738421248,0
1058,20.278561373342956,0
1059,19.262964204621714,0
1060,20.06227707821795,0
1061,19.657062542069998,0
1062,18.852458318633737,0
1063,6.475114019341234,0
1064,25.06307434275765,0
1065,9.969242990329,0
1066,7.570408276928111,0
1067,16.235836247573815,0
1068,25.220054183129168,0
1069,19.994139766228134,0
1070,13.920140796920565,0
1071,20.06499633523247,0
1072,16.33178692185193,0
1073,2.529813320209343,0
1074,18.54928725447734,0
1075,18.126843540695884,0
1076,15.364448308946724,0
1077,25.849443193660655,0
1078,8.615803306884004,0
1079,27.390148970541794,0
1080,12.301972373905635,0
1081,23.892520265927473,0
1082,17.264900060930085,0
1083,16.78304456879585,0
1084,0.3742689134933128,0
1085,6.301119207809089,0
1086,18.559992843998163,0
1087,21.30712423287176,0
1088,9.748429042246652,0
1089,11.319871266160309,0
1090,13.65822404468421,0
1091,3.020608015273145,0
1092,7.106935819759039,0
1093,17.062271144882338,0
1094,8.02997429893217,0
1095,7.775372346390068,0
1096,4.499695504684455,0
1097,24.504433774790012,0
1098,26.436284595217217,0
1099,0.08171999431380383,0
1100,4.350181498397016,0
1101,26.5921459386265,0
1102,24.94459231768238,0
1103,24.10911949208868,0
1104,25.6859783385775,0
1105,25.68841264486277,0
1106,16.477041130924537,0
1107,18.968269373458924,0
1108,20.149585005695585,0
1109,22.836000173364113,0
1110,1.6403665387240278,0
1111,19.538535993240263,0
1112,18.509373012763994,0
1113,23.840958269193383,0
1114,15.352976646309182,0
1115,27.167849377315513,0
1116,5.021940754548265,0
1117,6.772263597695591,0
1118,4.601206432868418,0
1119,27.058777360152412,0
1120,7.945644725269039,0
1121,8.266031508492535,0
1122,5.287358482931126,0
1123,2.0084871817687246,0
1124,16.394004143733902,0
1125,17.5473200349964,0
1126,22.481253691302715,0
1127,15.746161458205302,0
1128,17.850377802085944,0
1129,11.113345050438689,0
1130,27.889527895106482,0
1131,20.747491449938927,0
1132,3.378786703262827,0
1133,17.3474635232582,0
1134,0.8994666001911735,0
1135,27.604775476561702,0
1136,12.531567015977888,0
1137,7.516218876021213,0
1138,5.486698172544459,0
1139,17.730110872558356,0
1140,24.066850040846525,0
1141,1.1961095926869216,0
